name,size,mark,price,value,date,type
Seagate ST3300622AS,279.5 GB,397,NA,NA,Dec 2008,HDD
Seagate ST3300631A,80.4 GB,422,NA,NA,Mar 2009,HDD
Seagate ST3300631AS,279.5 GB,395,NA,NA,Apr 2009,Unknown
SEAGATE ST3300655SS,279.4 GB,822,$64.89,12.67,Feb 2013,HDD
SEAGATE ST3300656SS,279.4 GB,943,$39.95,23.60,Jan 2013,HDD
SEAGATE ST3300657SS,279.4 GB,1194,$104.95,11.38,Oct 2012,HDD
Seagate ST3300820AS,279.5 GB,427,NA,NA,Apr 2009,HDD
Seagate ST3300820SCE,279.5 GB,461,NA,NA,Jun 2009,Unknown
Seagate ST3300822AS,272.7 GB,381,NA,NA,Mar 2009,Unknown
Seagate ST3300831A,279.5 GB,340,NA,NA,Mar 2009,HDD
Seagate ST3300831AS,279.5 GB,372,$130.00*,2.86,Nov 2008,HDD
Seagate ST3300831SCE,279.5 GB,370,$76.89*,4.81,Dec 2012,HDD
Seagate ST330621A,9.8 GB,174,NA,NA,Mar 2009,HDD
Seagate ST332031 0CS,298.1 GB,542,NA,NA,Jan 2013,HDD
Seagate ST3320310CS,298.1 GB,540,$27.99*,19.29,Jun 2009,Unknown
Seagate ST3320311CS,298.1 GB,557,$40.00*,13.93,Jan 2013,HDD
Seagate ST332041 8AS,298.1 GB,599,NA,NA,Oct 2012,HDD
Seagate ST3320413AS,298.1 GB,615,$56.00,10.98,May 2011,HDD
Seagate ST3320413CS,298.1 GB,621,$16.99,36.55,Nov 2013,HDD
Seagate ST3320418AS,298.1 GB,630,$118.99*,5.29,Apr 2009,HDD
Seagate ST3320613AS,298.1 GB,639,$95.00*,6.73,Dec 2008,HDD
Seagate ST3320620A,24.4 GB,433,NA,NA,Mar 2009,Unknown
Seagate ST3320620AS,298.1 GB,425,$29.99*,14.17,Nov 2008,HDD
Seagate ST3320620NS,298.1 GB,480,$80.00*,6.00,Dec 2008,HDD
Seagate ST3320620SV,298.1 GB,472,NA,NA,Apr 2009,Unknown
Seagate ST3320633AS,298.1 GB,432,NA,NA,Mar 2009,HDD
Seagate ST3320813AS,298.1 GB,602,NA,NA,Mar 2009,HDD
Seagate ST332082 0AS,298.1 GB,435,NA,NA,Oct 2012,HDD
Seagate ST332082 0SCE,298.1 GB,491,NA,NA,Mar 2014,HDD
Seagate ST3320820A,298.1 GB,382,$72.88,5.24,Oct 2012,HDD
Seagate ST3320820A,200.4 GB,362,$73.00*,4.96,Mar 2009,HDD
Seagate ST3320820ACE,298.1 GB,365,NA,NA,Apr 2015,HDD
Seagate ST3320820AS,298.1 GB,439,NA,NA,Dec 2008,HDD
Seagate ST3320820ASP,298.1 GB,426,NA,NA,Jan 2013,HDD
Seagate ST3320820SCE,298.1 GB,446,$24.95*,17.88,Jun 2009,Unknown
Seagate ST3320833AS,298.1 GB,399,NA,NA,Apr 2009,HDD
Seagate ST3360320AS,335.3 GB,473,$65.00,7.28,Feb 2009,HDD
Seagate ST3360832AS,331.3 GB,456,NA,NA,Mar 2009,Unknown
Seagate ST340014A,37.3 GB,288,NA,NA,Nov 2008,HDD
Seagate ST340014AS,7.8 GB,303,$100.99,3.00,Feb 2009,Unknown
Seagate ST340015A,37.3 GB,234,NA,NA,Mar 2009,Unknown
Seagate ST340016A,37.3 GB,247,NA,NA,Dec 2008,HDD
Seagate ST340017A,18.6 GB,230,NA,NA,Jun 2009,HDD
Seagate ST340062 0AS,372.6 GB,421,NA,NA,Apr 2013,HDD
Seagate ST3400620A,372.6 GB,354,NA,NA,Mar 2009,Unknown
Seagate ST3400620AS,372.6 GB,424,$76.00*,5.58,Jan 2009,HDD
Seagate ST3400620NS,372.6 GB,450,NA,NA,Mar 2009,Unknown
Seagate ST340063 3AS,372.6 GB,401,NA,NA,Jun 2013,HDD
Seagate ST3400632A,19.5 GB,392,NA,NA,Mar 2009,HDD
Seagate ST3400633A,372.6 GB,405,NA,NA,Dec 2013,HDD
Seagate ST3400633AS,372.6 GB,368,$59.73*,6.16,Feb 2009,Unknown
Seagate ST3400820AS,372.6 GB,420,NA,NA,Mar 2009,HDD
Seagate ST340083 2AS,372.6 GB,444,NA,NA,Dec 2012,HDD
Seagate ST3400832A,146.3 GB,406,$15.46*,26.26,Feb 2009,Unknown
Seagate ST3400832AS,372.6 GB,407,$59.00*,6.90,Apr 2009,Unknown
Seagate ST3400832NS,372.6 GB,377,NA,NA,Jul 2009,HDD
Seagate ST3400833AS,372.6 GB,349,NA,NA,Dec 2012,HDD
Seagate ST3400833AS,30 GB,355,$111.00*,3.20,Mar 2009,HDD
Seagate ST3402111A,37.3 GB,239,NA,NA,Jun 2009,Unknown
Seagate ST3402111AS,37.3 GB,287,NA,NA,Mar 2009,HDD
Seagate ST3402112AS,37.3 GB,396,NA,NA,Nov 2013,HDD
Seagate ST340211AS,17 GB,320,NA,NA,Jun 2009,HDD
Seagate ST340211AS,37.3 GB,343,NA,NA,May 2014,HDD
Seagate ST340212AS,37.3 GB,308,NA,NA,Feb 2013,HDD
Seagate ST340215AS,37.3 GB,378,NA,NA,May 2013,HDD
Seagate ST340810A,37.3 GB,161,$129.95,1.24,Dec 2008,Unknown
Seagate ST340823A,14.6 GB,172,NA,NA,Mar 2009,Unknown
Seagate ST340824A,18.6 GB,214,NA,NA,Apr 2009,HDD
SEAGATE ST3450857SS,419.2 GB,1311,$52.95*,24.76,Dec 2012,HDD
Seagate ST3500312CS,465.8 GB,627,$18.95,33.09,Dec 2009,HDD
Seagate ST350032 0AS,465.8 GB,600,NA,NA,Nov 2012,HDD
Seagate ST350032 0NS,465.8 GB,646,NA,NA,Dec 2012,HDD
Seagate ST3500320AS,465.8 GB,599,$82.00*,7.30,Nov 2008,HDD
Seagate ST3500320NS,465.8 GB,621,$92.99,6.68,Mar 2009,HDD
Seagate ST3500320SV,465.8 GB,633,NA,NA,Mar 2009,HDD
Seagate ST3500321CS,465.8 GB,462,$41.99*,11.00,Mar 2009,HDD
Seagate ST350041 0SV,465.8 GB,791,NA,NA,Jan 2013,HDD
Seagate ST350041 2AS,465.8 GB,633,NA,NA,Nov 2012,HDD
Seagate ST350041 4CS,465.8 GB,641,NA,NA,Jun 2013,HDD
Seagate ST350041 8AS,465.8 GB,725,NA,NA,Oct 2012,HDD
Seagate ST3500410AS,25.1 GB,801,NA,NA,Feb 2009,Unknown
Seagate ST3500410SV,465.8 GB,706,$34.99,20.18,Sep 2009,HDD
Seagate ST3500411SV,465.8 GB,686,$126.00*,5.44,May 2011,HDD
Seagate ST3500412AS,465.8 GB,649,NA,NA,Oct 2009,HDD
Seagate ST3500413AS,465.8 GB,732,$71.99*,10.17,Jan 2011,HDD
Seagate ST3500414CS,465.8 GB,654,$19.99,32.72,Dec 2012,HDD
Seagate ST3500418AS,465.8 GB,738,$28.99,25.46,Mar 2009,HDD
Seagate ST3500418ASQ,465.8 GB,583,NA,NA,Oct 2012,HDD
Seagate ST3500514NS,465.8 GB,759,$99.95*,7.59,Jul 2010,HDD
Seagate ST3500620AS,465.8 GB,579,$70.00*,8.27,Dec 2008,HDD
Seagate ST350063 0AS,465.8 GB,460,NA,NA,Oct 2012,HDD
Seagate ST350063 ST3500630AS,465.8 GB,392,NA,NA,Aug 2013,HDD
Seagate ST3500630A,77.5 GB,397,$56.90*,6.98,Feb 2009,Unknown
Seagate ST3500630AS,465.8 GB,435,$29.97*,14.51,Dec 2008,HDD
Seagate ST3500630ASP,465.8 GB,475,NA,NA,Dec 2012,HDD
Seagate ST3500630NS,365 GB,468,$21.49,21.78,Mar 2009,Unknown
Seagate ST3500630NSQ,465.8 GB,458,NA,NA,Oct 2013,HDD
Seagate ST350064 1AS,465.8 GB,321,NA,NA,Oct 2012,HDD
Seagate ST3500641AS,465.8 GB,348,$92.20*,3.77,Mar 2009,Unknown
Seagate ST3500641NS,465.8 GB,376,NA,NA,Mar 2013,HDD
Seagate ST3500820AS,73.2 GB,583,NA,NA,Dec 2008,Unknown
Seagate ST3500830A,465.8 GB,369,$208.00*,1.77,Dec 2008,Unknown
Seagate ST3500830AS,465.8 GB,446,$55.00*,8.11,Nov 2008,HDD
Seagate ST3500830SCE,465.8 GB,437,NA,NA,Dec 2012,HDD
Seagate ST3500841AS,465.8 GB,346,NA,NA,Mar 2009,Unknown
SEAGATE ST3600057SS,558.9 GB,1194,$74.00,16.14,Oct 2012,HDD
Seagate ST360012A,29.5 GB,227,$15.99*,14.20,May 2009,HDD
Seagate ST360014A,55.9 GB,349,NA,NA,Apr 2009,Unknown
Seagate ST360015A,55.9 GB,252,NA,NA,Mar 2009,Unknown
Seagate ST360020A,55.9 GB,156,NA,NA,Jan 2013,HDD
Seagate ST360020A,31.5 GB,159,NA,NA,Mar 2009,HDD
Seagate ST360021A,55.9 GB,238,NA,NA,Dec 2008,Unknown
Seagate ST3640323AS,596.2 GB,654,$189.09,3.46,Dec 2008,HDD
Seagate ST3640623AS,596.2 GB,639,NA,NA,Jun 2009,HDD
SEAGATE ST373454LW,68.4 GB,491,NA,NA,Dec 2013,HDD
SEAGATE ST373454SS,68.4 GB,484,NA,NA,Jan 2017,HDD
SEAGATE ST373455SS,68.4 GB,750,$29.95,25.04,Jan 2013,HDD
Seagate ST3750330AS,698.6 GB,582,$64.00*,9.09,Nov 2008,HDD
Seagate ST3750330NS,698.6 GB,627,$68.00*,9.22,Mar 2009,Unknown
Seagate ST3750330SV,698.6 GB,641,$49.88*,12.85,May 2013,HDD
Seagate ST3750523AS,698.6 GB,675,NA,NA,Dec 2012,HDD
Seagate ST3750525AS,195.2 GB,1024,$23.99*,42.68,Mar 2011,HDD
Seagate ST3750528AS,698.6 GB,643,$51.19*,12.56,Apr 2009,HDD
Seagate ST3750630AS,698.6 GB,554,NA,NA,Dec 2008,HDD
Seagate ST3750640A,698.6 GB,373,$162.89*,2.29,Apr 2009,Unknown
Seagate ST3750640AS,698.6 GB,440,$199.95*,2.20,Dec 2008,HDD
Seagate ST3750640ASP,698.6 GB,390,NA,NA,Jan 2014,HDD
Seagate ST3750640NS,698.6 GB,467,$99.99,4.67,Apr 2009,HDD
Seagate ST3750640SV,698.6 GB,491,NA,NA,Jun 2013,HDD
Seagate ST3750641NS,698.6 GB,502,NA,NA,Oct 2014,HDD
Seagate ST375084 0AS,698.6 GB,432,NA,NA,Mar 2013,HDD
Seagate ST3750840AS,698.6 GB,409,$113.00*,3.62,Apr 2009,Unknown
Seagate ST380011A,74.5 GB,303,$78.00,3.88,Dec 2008,HDD
Seagate ST380011AS,74.5 GB,349,NA,NA,Jan 2013,HDD
Seagate ST380012A,74.5 GB,247,$87.00,2.84,Jan 2013,HDD
Seagate ST380012A,37.1 GB,263,$87.00*,3.02,Mar 2009,HDD
Seagate ST380012ACE,15 GB,245,$57.95*,4.23,Sep 2009,HDD
Seagate ST380012ACE,74.5 GB,265,$57.95*,4.57,Jul 2013,HDD
Seagate ST380013A,74.5 GB,331,NA,NA,Feb 2009,Unknown
Seagate ST380013AS,74.5 GB,321,$38.95*,8.24,Nov 2008,Unknown
Seagate ST380020A,74.5 GB,171,NA,NA,Feb 2009,Unknown
Seagate ST380021A,74.5 GB,232,NA,NA,Jan 2009,HDD
Seagate ST380022A,74.5 GB,270,NA,NA,May 2009,Unknown
Seagate ST380023A,18.8 GB,237,$79.00*,3.00,Mar 2009,Unknown
Seagate ST380023AS,74.5 GB,214,NA,NA,Apr 2009,Unknown
Seagate ST3802110A,74.5 GB,331,NA,NA,Feb 2009,HDD
Seagate ST3802110AS,74.5 GB,379,$47.00,8.06,Mar 2009,HDD
Seagate ST380211AS,9.8 GB,350,NA,NA,Feb 2009,Unknown
Seagate ST380215A,10.4 GB,369,$69.95*,5.28,Feb 2009,Unknown
Seagate ST380215AS,37.1 GB,390,$66.69*,5.85,Feb 2009,Unknown
Seagate ST380215SCE,74.5 GB,376,NA,NA,Feb 2015,HDD
Seagate ST380811 0AS,74.5 GB,380,NA,NA,Jan 2013,HDD
Seagate ST380811 AS,74.5 GB,388,NA,NA,Dec 2012,HDD
Seagate ST3808110AS,74.5 GB,404,NA,NA,Feb 2009,HDD
Seagate ST3808110AS,68.6 GB,391,NA,NA,Mar 2009,HDD
Seagate ST380811AS,74.5 GB,386,NA,NA,Dec 2008,Unknown
Seagate ST380815 AS,74.5 GB,421,NA,NA,Nov 2012,HDD
Seagate ST380815AS,74.5 GB,417,$29.00,14.38,Dec 2008,HDD
Seagate ST380817AS,74.5 GB,337,$20.00*,16.85,Feb 2009,HDD
Seagate ST380819AS,69.8 GB,336,$87.00,3.86,Feb 2009,Unknown
Seagate ST4000DM000,3.6 TB,1042,$89.99,11.58,Jul 2013,HDD
Seagate ST4000DM004,3.6 TB,770,$99.99,7.70,Oct 2017,HDD
Seagate ST4000DM005,3.6 TB,1081,$99.99,10.81,Dec 2016,HDD
Seagate ST4000DX001,3.6 TB,883,$143.50*,6.15,Jan 2014,HDD
Seagate ST4000LM024,3.6 TB,438,NA,NA,May 2018,HDD
Seagate ST4000NM0033,3.6 TB,1226,NA,NA,Oct 2016,HDD
Seagate ST4000VX007,3.6 TB,1243,NA,NA,Apr 2017,HDD
SEAGATE ST400FM0053,372.6 GB,5693,$209.00*,27.24,Feb 2017,SSD
SEAGATE ST480FP0021,447.1 GB,3563,$130.00*,27.41,Jul 2015,SSD
Seagate ST480HM000,447.1 GB,3472,$254.09*,13.66,Jul 2013,SSD
Seagate ST480HM001,447.1 GB,3378,NA,NA,Oct 2013,SSD
Seagate ST5000DM000,4.5 TB,776,$165.09,4.70,Feb 2015,HDD
Seagate ST5000NM0024,4.5 TB,1125,NA,NA,May 2015,HDD
Seagate ST500DL001,465.8 GB,648,NA,NA,Mar 2013,HDD
Seagate ST500DM0 02-1BC142,465.8 GB,703,NA,NA,Nov 2012,HDD
Seagate ST500DM002,465.8 GB,743,$19.99,37.17,Aug 2011,HDD
Seagate ST500DM002,97.6 GB,1400,$74.99*,18.67,May 2012,HDD
Seagate ST500DM002-1BD1,465.8 GB,661,NA,NA,Jan 2014,HDD
Seagate ST500DM003,465.8 GB,741,NA,NA,Oct 2012,HDD
Seagate ST500DM005,465.7 GB,847,$69.99*,12.10,Mar 2012,Unknown
Seagate ST500DM009,465.8 GB,1074,$80.24,13.38,Oct 2016,HDD
Seagate ST500LM000,489 GB,613,NA,NA,Apr 2013,SSD
Seagate ST500LM001,465.8 GB,713,NA,NA,Nov 2015,HDD
Seagate ST500LM011,465.8 GB,556,NA,NA,Apr 2013,HDD
Seagate ST500LM012,465.8 GB,610,NA,NA,Oct 2012,HDD
Seagate ST500LM020,465.8 GB,522,NA,NA,Jan 2015,HDD
Seagate ST500LM021,465.8 GB,833,NA,NA,Apr 2014,HDD
Seagate ST500LM024,465.8 GB,910,NA,NA,Nov 2016,HDD
Seagate ST500LM030,465.8 GB,582,$32.99,17.64,Dec 2016,HDD
Seagate ST500LT0,465.8 GB,805,NA,NA,Oct 2015,HDD
Seagate ST500LT0 15-1DJ142,465.8 GB,648,NA,NA,Dec 2014,HDD
Seagate ST500LT012,465.8 GB,648,$31.49,20.58,Oct 2012,HDD
Seagate ST500LT015,465.8 GB,689,NA,NA,Jan 2014,HDD
Seagate ST500LT015-1DJ142,465.8 GB,606,NA,NA,Dec 2014,HDD
Seagate ST500LT025,465.8 GB,628,NA,NA,Mar 2015,HDD
Seagate ST500LT032,465.8 GB,603,$34.99,17.23,Nov 2013,HDD
Seagate ST500LT032-1E91,465.8 GB,635,NA,NA,Mar 2014,HDD
Seagate ST500LX003,465.8 GB,627,NA,NA,Oct 2012,HDD
Seagate ST500LX005,465.8 GB,532,NA,NA,Oct 2013,HDD
Seagate ST500LX012,465.8 GB,660,$151.99,4.34,Mar 2015,HDD
Seagate ST500LX025,465.8 GB,537,NA,NA,Jun 2017,HDD
Seagate ST500NM0011,465.8 GB,869,$26.99*,32.20,Nov 2012,HDD
Seagate ST500UM000,465.8 GB,572,NA,NA,Aug 2013,HDD
Seagate ST500UM001,465.8 GB,629,NA,NA,Apr 2014,HDD
Seagate ST500VT000,465.8 GB,647,NA,NA,Dec 2015,HDD
Seagate ST6000VN0041,5.5 TB,1477,NA,NA,Feb 2017,HDD
SEAGATE ST600MM0006,558.9 GB,1165,$39.95,29.16,Sep 2014,HDD
Seagate ST640LM000,596.2 GB,546,NA,NA,Aug 2012,HDD
Seagate ST640LM001,596.2 GB,560,$72.00,7.78,Oct 2012,HDD
Seagate ST750LM000,698.6 GB,605,NA,NA,Sep 2013,HDD
Seagate ST750LM022,698.6 GB,602,$87.00,6.92,Mar 2012,HDD
Seagate ST750LM030,698.6 GB,683,NA,NA,Aug 2016,HDD
Seagate ST750LX003,698.6 GB,677,$127.49*,5.31,Dec 2011,HDD
Seagate ST8000DM0004,7.3 TB,1323,NA,NA,Sep 2018,HDD
Seagate ST8000DM004,7.3 TB,1109,NA,NA,Sep 2017,HDD
SEAGATE ST900MM0006,838.4 GB,1230,$130.00*,9.46,Sep 2014,HDD
Seagate ST91000640NS,931.5 GB,701,$85.00*,8.25,Apr 2013,HDD
Seagate ST910021A,39.1 GB,257,NA,NA,Mar 2009,HDD
Seagate ST910021AS,93.2 GB,279,NA,NA,Mar 2009,Unknown
Seagate ST9100821AS,93.2 GB,289,NA,NA,Mar 2013,HDD
Seagate ST9100821AS,38.7 GB,303,NA,NA,Mar 2009,HDD
Seagate ST9100822A,93.2 GB,149,NA,NA,Mar 2009,Unknown
Seagate ST9100823A,45 GB,212,NA,NA,Mar 2009,Unknown
Seagate ST9100824A,93.2 GB,223,NA,NA,Mar 2009,Unknown
Seagate ST9100824AS,93.2 GB,210,NA,NA,Feb 2009,HDD
Seagate ST9100825A,93.2 GB,136,NA,NA,Mar 2009,HDD
Seagate ST9100828A,61.5 GB,208,NA,NA,Mar 2009,HDD
Seagate ST9100828AS,29.2 GB,221,NA,NA,Apr 2009,HDD
Seagate ST9100828AS,93.2 GB,249,NA,NA,Jan 2013,HDD
Seagate ST9120310AS,111.8 GB,308,NA,NA,Dec 2012,HDD
Seagate ST9120411ASG,111.8 GB,412,NA,NA,Mar 2009,Unknown
Seagate ST9120817AS,109.7 GB,354,$78.99*,4.48,Feb 2009,Unknown
Seagate ST9120821A,111.8 GB,239,$54.99*,4.35,Mar 2009,HDD
Seagate ST9120821AS,111.8 GB,243,NA,NA,Feb 2009,HDD
Seagate ST91208220AS,111.8 GB,237,NA,NA,Dec 2012,HDD
Seagate ST9120822A,111.8 GB,269,$80.00,3.36,Mar 2009,Unknown
Seagate ST9120822AS,111.8 GB,246,$92.00*,2.67,Dec 2008,HDD
Seagate ST9120823AS,111.8 GB,331,NA,NA,Nov 2008,HDD
Seagate ST9120823ASG,109.7 GB,336,NA,NA,Mar 2009,Unknown
Seagate ST9160301AS,144.1 GB,343,NA,NA,Dec 2009,Unknown
Seagate ST9160310AS,149 GB,369,$70.99*,5.20,Jan 2009,HDD
Seagate ST91603110CS,149 GB,311,NA,NA,Apr 2013,HDD
Seagate ST9160314AS,149 GB,363,$56.00*,6.48,Jun 2009,HDD
Seagate ST9160314ASG,149 GB,415,NA,NA,Nov 2014,HDD
Seagate ST916041 1ASG,149 GB,377,NA,NA,Dec 2012,HDD
Seagate ST9160411AS,149 GB,462,$56.99*,8.11,Oct 2012,HDD
Seagate ST9160411AS,139 GB,426,$58.99*,7.22,Apr 2009,HDD
Seagate ST9160411ASG,149 GB,459,NA,NA,Feb 2009,Unknown
Seagate ST9160412AS,149 GB,463,$58.00*,7.98,Sep 2009,HDD
Seagate ST9160412ASG,149 GB,404,$64.99*,6.22,Sep 2009,Unknown
Seagate ST9160414ASG,148.9 GB,427,NA,NA,Mar 2009,Unknown
Seagate ST9160418ASG,148.8 GB,468,$42.99*,10.89,Nov 2009,Unknown
Seagate ST9160821A,144.1 GB,252,$29.95,8.41,Mar 2009,Unknown
Seagate ST9160821AS,149 GB,246,$86.00*,2.86,Feb 2009,HDD
Seagate ST91608220AS,98.3 GB,217,NA,NA,Apr 2009,HDD
Seagate ST91608220AS,149 GB,251,NA,NA,Jun 2013,HDD
Seagate ST9160823AS,149 GB,332,$75.50*,4.40,Dec 2008,HDD
Seagate ST9160823ASG,149 GB,324,NA,NA,Feb 2009,Unknown
Seagate ST9160827AS,149 GB,373,NA,NA,Jan 2009,HDD
Seagate ST9200420AS,186.3 GB,377,NA,NA,Nov 2008,HDD
Seagate ST9200420ASG,186.3 GB,379,NA,NA,Dec 2008,Unknown
Seagate ST9200423ASG,186.3 GB,425,NA,NA,Jul 2013,HDD
Seagate ST9200423ASG,154.2 GB,423,NA,NA,Mar 2009,HDD
Seagate ST9200827AS,176.7 GB,327,$39.99*,8.18,Mar 2009,Unknown
Seagate ST920217AS,18.6 GB,161,NA,NA,Jan 2013,HDD
Seagate ST92503010AS,232.9 GB,393,NA,NA,Jul 2013,HDD
Seagate ST9250311CS,232.9 GB,379,NA,NA,Jan 2014,HDD
Seagate ST9250315AS,232.9 GB,404,$69.09*,5.85,Apr 2009,HDD
Seagate ST9250315ASG,232.9 GB,432,$57.00*,7.58,Sep 2009,HDD
Seagate ST9250320AS,222 GB,387,NA,NA,Feb 2009,Unknown
Seagate ST9250410AS,232.9 GB,515,$75.00*,6.87,Jul 2009,HDD
Seagate ST9250410ASG,232.9 GB,477,$75.00*,6.36,Jun 2009,Unknown
Seagate ST9250411AS,221.7 GB,497,$99.99*,4.97,Nov 2009,Unknown
Seagate ST9250414ASG,232.8 GB,464,NA,NA,Jul 2010,Unknown
Seagate ST9250421AS,232.9 GB,480,$83.51,5.75,Nov 2012,HDD
Seagate ST9250421AS,63.5 GB,490,NA,NA,Mar 2009,HDD
Seagate ST9250421ASG,232.9 GB,466,$80.00,5.83,Jan 2009,HDD
Seagate ST92505610AS,232.9 GB,613,$73.62*,8.33,Aug 2010,HDD
Seagate ST9250610NS,232.9 GB,712,$64.00*,11.13,Dec 2014,HDD
Seagate ST9250827AS,15 GB,375,$68.00*,5.51,Jan 2009,Unknown
SEAGATE ST9300605SS,279.4 GB,927,$70.44*,13.16,Nov 2013,HDD
SEAGATE ST9300653SS,279.4 GB,1222,$61.50*,19.87,Mar 2013,HDD
Seagate ST93015A,27.9 GB,131,NA,NA,Apr 2009,HDD
Seagate ST9320310AS,293.9 GB,440,NA,NA,Oct 2010,Unknown
Seagate ST9320312AS,298.1 GB,325,NA,NA,Dec 2013,HDD
Seagate ST9320320AS,298.1 GB,372,$73.00,5.10,Dec 2008,HDD
Seagate ST9320325AS,298.1 GB,377,$44.99*,8.38,Jun 2009,HDD
Seagate ST9320325ASG,298.1 GB,376,NA,NA,Feb 2013,HDD
Seagate ST9320328CS,298.1 GB,335,NA,NA,Jan 2013,HDD
Seagate ST9320421AS,298.1 GB,463,$47.09*,9.83,Jan 2009,HDD
Seagate ST9320421ASG,298.1 GB,440,NA,NA,Dec 2008,HDD
Seagate ST9320423AS,298.1 GB,469,$29.95,15.66,May 2009,HDD
Seagate ST9320423ASG,120.9 GB,388,$39.00,9.95,Jul 2009,Unknown
Seagate ST932056 20AS,298.1 GB,567,NA,NA,Oct 2012,HDD
Seagate ST93205620AS,298.1 GB,595,$149.99*,3.97,Jul 2010,Unknown
Seagate ST94011A,37.3 GB,209,NA,NA,Feb 2009,Unknown
Seagate ST94019A,37.3 GB,175,NA,NA,Mar 2009,Unknown
Seagate ST940210AS,37.3 GB,236,NA,NA,Jan 2013,HDD
Seagate ST9402112A,16.4 GB,132,NA,NA,Apr 2009,HDD
Seagate ST9402113A,37.3 GB,124,NA,NA,Dec 2008,Unknown
Seagate ST9402115AS,37.3 GB,198,NA,NA,Feb 2013,HDD
Seagate ST9408114A,37.3 GB,200,NA,NA,Mar 2013,HDD
Seagate ST9408114A,34.1 GB,179,NA,NA,Mar 2009,HDD
Seagate ST94811A,37.2 GB,171,NA,NA,Jun 2009,HDD
Seagate ST94813A,37.3 GB,203,NA,NA,Mar 2009,HDD
Seagate ST94813AS,37.3 GB,207,NA,NA,Feb 2009,Unknown
Seagate ST9500323CS,465.8 GB,239,NA,NA,Feb 2015,HDD
Seagate ST9500325AS,465.8 GB,414,$38.99*,10.62,Feb 2009,HDD
Seagate ST9500325ASG,465.7 GB,367,$129.00*,2.84,Mar 2010,Unknown
Seagate ST9500420AS,465.8 GB,508,$38.99,13.03,Feb 2009,HDD
Seagate ST9500420ASG,465.8 GB,483,$157.95,3.06,Mar 2009,HDD
Seagate ST9500421AS,465.8 GB,578,NA,NA,Nov 2012,HDD
Seagate ST9500423AS,465.8 GB,594,$79.88,7.44,Mar 2011,HDD
Seagate ST9500424AS,453.7 GB,593,$34.99,16.95,Sep 2011,Unknown
Seagate ST9500530NS,465.8 GB,596,$34.99*,17.03,Dec 2014,HDD
Seagate ST95005620AS,465.8 GB,618,$99.00*,6.24,Jun 2010,HDD
Seagate ST9500620NS,465.8 GB,729,$17.99,40.52,Aug 2013,HDD
Seagate ST950212A,46.6 GB,175,NA,NA,Oct 2014,HDD
Seagate ST950212A,42.7 GB,125,NA,NA,May 2009,HDD
Seagate ST96023AS,55.8 GB,252,NA,NA,Mar 2009,Unknown
Seagate ST960812A,55.9 GB,171,NA,NA,Mar 2009,Unknown
Seagate ST960813AS,45.8 GB,231,NA,NA,Mar 2009,Unknown
Seagate ST960815A,55.9 GB,207,NA,NA,Apr 2009,HDD
Seagate ST960821A,43.9 GB,127,NA,NA,Mar 2009,HDD
Seagate ST960821A,55.9 GB,132,NA,NA,Apr 2013,HDD
Seagate ST960822A,55.9 GB,200,NA,NA,Jun 2013,HDD
Seagate ST960822A,49.8 GB,180,NA,NA,Feb 2009,HDD
Seagate ST964032 0AS,596.2 GB,393,NA,NA,Nov 2012,HDD
Seagate ST9640320AS,596.2 GB,453,$76.99*,5.88,Jan 2010,HDD
Seagate ST9640423AS,596.2 GB,483,NA,NA,Apr 2011,HDD
Seagate ST96812A,55.9 GB,240,NA,NA,Dec 2008,Unknown
Seagate ST96812AS,55.9 GB,239,$44.00,5.43,Feb 2009,HDD
Seagate ST9750420AS,698.6 GB,620,$46.99,13.19,Nov 2010,HDD
Seagate ST9750422AS,698.6 GB,632,$191.00*,3.31,Jan 2013,HDD
Seagate ST9750423AS,698.6 GB,504,$54.75*,9.21,Apr 2011,HDD
Seagate ST980310AS,74.5 GB,279,NA,NA,Apr 2009,Unknown
Seagate ST980313AS,74.5 GB,343,$51.89*,6.61,Oct 2009,Unknown
Seagate ST980411ASG,74.5 GB,445,$57.00*,7.81,Mar 2009,HDD
Seagate ST980412ASG,74.5 GB,370,NA,NA,Aug 2009,HDD
Seagate ST980811 AS,74.5 GB,253,NA,NA,Nov 2012,HDD
Seagate ST980811A,74.5 GB,154,NA,NA,Jan 2013,HDD
Seagate ST980811AS,74.5 GB,252,$29.95*,8.41,Nov 2008,HDD
Seagate ST980813AS,74.5 GB,325,$104.00,3.13,Mar 2009,Unknown
Seagate ST980813ASG,74.5 GB,328,$58.00*,5.66,Feb 2009,Unknown
Seagate ST980815A,74.5 GB,243,$41.99,5.79,Mar 2009,Unknown
Seagate ST980817AS,74.5 GB,383,NA,NA,Apr 2013,HDD
Seagate ST9808210A,74.5 GB,178,NA,NA,Mar 2009,HDD
Seagate ST9808211A,74.5 GB,196,NA,NA,Mar 2009,Unknown
Seagate ST980825A,74.5 GB,263,NA,NA,Apr 2009,Unknown
Seagate ST980825AS,72.3 GB,249,NA,NA,Mar 2009,Unknown
Seagate ST980829A,39.1 GB,133,NA,NA,Dec 2008,HDD
Seagate ST980829A,74.5 GB,191,NA,NA,Aug 2014,HDD
Seagate ST98823A,74.5 GB,225,NA,NA,Feb 2009,Unknown
Seagate ST98823AS,74.5 GB,218,NA,NA,Oct 2012,HDD
Seagate ST98823AS,39.1 GB,211,NA,NA,Mar 2009,HDD
